Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Subject Area,Domain,Cluster,Description
English Language Arts,RST.9-10.3,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Key Ideas and Details,"Standard:
Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks, attending to special cases or exceptions defined in the text."
English Language Arts,RST.9-10.4,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Craft and Structure,"Standard:
Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 9-10 texts and topics."
English Language Arts,RST.9-10.5,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Craft and Structure,"Standard:
Analyze the structure of the relationships among concepts in a text, including relationships among key terms (e.g., force, friction, reaction force, energy)."
English Language Arts,RST.9-10.6,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Craft and Structure,"Standard:
Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, defining the question the author seeks to address."
English Language Arts,RST.9-10.7,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Integration of Knowledge and Ideas,"Standard:
Translate quantitative or technical information expressed in words in a text into visual form (e.g., a table or chart) and translate information expressed visually or mathematically (e.g., in an equation) into words."
English Language Arts,RST.9-10.8,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Integration of Knowledge and Ideas,"Standard:
Assess the extent to which the reasoning and evidence in a text support the author's claim or a recommendation for solving a scientific or technical problem."
English Language Arts,RST.9-10.9,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Integration of Knowledge and Ideas,"Standard:
Compare and contrast findings presented in a text to those from other sources (including their own experiments), noting when the findings support or contradict previous explanations or accounts."
English Language Arts,SL.9-10.1,"9-10	",9,10,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 9-10 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively.
a. Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas.
b. Work with peers to set rules for collegial discussions and decision-making (e.g., informal consensus, taking votes on key issues, presentation of alternate views), clear goals and deadlines, and individual roles as needed.
c. Propel conversations by posing and responding to questions that relate the current discussion to broader themes or larger ideas; actively incorporate others into the discussion; and clarify, verify, or challenge ideas and conclusions.
d. Respond thoughtfully to diverse perspectives, summarize points of agreement and disagreement, and, when warranted, qualify or justify their own views and understanding and make new connections in light of the evidence and reasoning presented."
English Language Arts,SL.9-10.2,"9-10	",9,10,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Integrate multiple sources of information presented in diverse media or formats (e.g., visually, quantitatively, orally) evaluating the credibility and accuracy of each source."
English Language Arts,SL.9-10.3,"9-10	",9,10,English Language Arts (6-12),Speaking and Listening,Comprehension and Collaboration,"Standard:
Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, identifying any fallacious reasoning or exaggerated or distorted evidence."
English Language Arts,SL.9-10.4,"9-10	",9,10,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Present information, findings, and supporting evidence clearly, concisely, and logically (using appropriate eye contact, adequate volume, and clear pronunciation) such that listeners can follow the line of reasoning and the organization, development, substance, and style are appropriate to purpose (e.g., argument, narrative, informative, response to literature presentations), audience, and task. CA
a. Plan and deliver an informative/explanatory presentation that: presents evidence in support of a thesis, conveys information from primary and secondary sources coherently, uses domain specific vocabulary, and provides a conclusion that summarizes the main points. (9th or 10th grade) CA
b. Plan, memorize, and present a recitation (e.g., poem, selection from a speech or dramatic soliloquy) that: conveys the meaning of the selection and includes appropriate performance techniques (e.g., tone, rate, voice modulation) to achieve the desired aesthetic effect. (9th or 10th grade) CA"
English Language Arts,SL.9-10.5,"9-10	",9,10,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
English Language Arts,SL.9-10.6,"9-10	",9,10,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grades 9-10 Language standards 1 and 3 for specific expectations.)"
English Language Arts,W.9-10.1,"9-10	",9,10,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence.
a. Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among claim(s), counterclaims, reasons, and evidence.
b. Develop claim(s) and counterclaims fairly, supplying evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level and concerns.
c. Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.
d. Establish and maintain a formal style and objective tone while attending to the norms and conventions of the disciplines in which they are writing.
e. Provide a concluding statement or section that follows from and supports the argument presented."
English Language Arts,W.9-10.10,"9-10	",9,10,English Language Arts (6-12),Writing,Range of Writing,"Standard:
Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purpose, and audiences."
English Language Arts,W.9-10.2,"9-10	",9,10,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.
a. Introduce a topic or thesis statement; organize complex ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension. CA
b. Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.
c. Use appropriate and varied transitions to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.
d. Use precise language and domain-specific vocabulary to manage the complexity of the topic.
e. Establish and maintain a formal style and objective tone while attending to the norms and conventions of the disciplines in which they are writing.
f. Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
English Language Arts,W.9-10.3,"9-10	",9,10,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write narratives to develop real or imagined experiences or events using effective technique, well chosen details, and well-structured event sequences.
a. Engage and orient the reader by setting out a problem, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.
b. Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.
c. Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
d. Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.
e. Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
English Language Arts,W.9-10.4,"9-10	",9,10,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
English Language Arts,W.9-10.5,"9-10	",9,10,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 9-10.)"
English Language Arts,W.9-10.6,"9-10	",9,10,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology's capacity to link to other information and to display information flexibly and dynamically."
English Language Arts,W.9-10.7,"9-10	",9,10,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
English Language Arts,W.9-10.8,"9-10	",9,10,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation including footnotes and endnotes. CA"
English Language Arts,W.9-10.9,"9-10	",9,10,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Draw evidence from literary or informational texts to support analysis, reflection, and research.
a. Apply grades 9-10 Reading standards to literature (e.g., ""Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]"").
b. Apply grades 9-10 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning"")."
English Language Arts,WHST.9-10.1,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Text Types and Purposes,"Standard:
Write arguments focused on discipline-specific content.
a. Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence.
b. Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience's knowledge level and concerns.
c. Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims.
d. Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
e. Provide a concluding statement or section that follows from or supports the argument presented."
English Language Arts,WHST.9-10.10,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Range of Writing,"Standard:
Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English Language Arts,WHST.9-10.2,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Text Types and Purposes,"Standard:
Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes.
a. Introduce a topic and organize ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.
b. Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic.
c. Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among ideas and concepts.
d. Use precise language and domain-specific vocabulary to manage the complexity of the topic and convey a style appropriate to the discipline and context as well as to the expertise of likely readers.
e. Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
f. Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
English Language Arts,WHST.9-10.3,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Text Types and Purposes,"Standard:
(See note; not applicable as a separate requirement)"
English Language Arts,WHST.9-10.4,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Production and Distribution of Writing,"Standard:
Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
English Language Arts,WHST.9-10.5,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Production and Distribution of Writing,"Standard:
Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
English Language Arts,WHST.9-10.6,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Production and Distribution of Writing,"Standard:
Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology's capacity to link to other information and to display information flexibly and dynamically."
English Language Arts,WHST.9-10.7,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Research to Build and Present Knowledge,"Standard:
Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
English Language Arts,WHST.9-10.8,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Research to Build and Present Knowledge,"Standard:
Gather relevant information from multiple authoritative print and digital sources (primary and secondary), using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation. CA"
English Language Arts,WHST.9-10.9,"9-10	",9,10,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)","Writing: Literacy in History/Social Studies, Science, and Technical Subjects",Research to Build and Present Knowledge,"Standard:
Draw evidence from informational texts to support analysis, reflection, and research."
English Language Arts,L.11-12.1,"11-12	",11,12,English Language Arts (6-12),Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
a. Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested.
b. Resolve issues of complex or contested usage, consulting references(e.g., Merriam-Webster's Dictionary of English Usage, Garner's Modern American Usage) as needed."
English Language Arts,L.11-12.2,"11-12	",11,12,English Language Arts (6-12),Language,Conventions of Standard English,"Standard:
Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
a. Observe hyphenation conventions.
b. Spell correctly."
English Language Arts,L.11-12.3,"11-12	",11,12,English Language Arts (6-12),Language,Knowledge of Language,"Standard:
Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.
a. Vary syntax for effect, consulting references (e.g., Tufte's Artful Sentences)for guidance as needed; apply an understanding of syntax to the study of complex texts when reading."
English Language Arts,L.11-12.4,"11-12	",11,12,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11-12 reading and content, choosing flexibly from a range of strategies.
a. Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.
b. Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable). Apply knowledge of Greek, Latin, and Anglo-Saxon roots and affixes to draw inferences concerning the meaning of scientific and mathematical terminology. CA
c. Consult general and specialized reference materials (e.g., college-level dictionaries, rhyming dictionaries, bilingual dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage. CA
d. Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
English Language Arts,L.11-12.5,"11-12	",11,12,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
a. Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text.
b. Analyze nuances in the meaning of words with similar denotations."
English Language Arts,L.11-12.6,"11-12	",11,12,English Language Arts (6-12),Language,Vocabulary Acquisition and Use,"Standard:
Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
English Language Arts,RH.11-12.1,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Key Ideas and Details,"Standard:
Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole."
English Language Arts,RH.11-12.10,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Range of Reading and Level of Text Complexity,"Standard:
By the end of grade 12, read and comprehend history/social studies texts in the grades 11-12 text complexity band independently and proficiently."
English Language Arts,RH.11-12.2,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Key Ideas and Details,"Standard:
Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas."
English Language Arts,RH.11-12.3,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Key Ideas and Details,"Standard:
Evaluate various explanations for actions or events and determine which explanation best accords with textual evidence, acknowledging where the text leaves matters uncertain."
English Language Arts,RH.11-12.4,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in a text, including analyzing how an author uses and refines the meaning of a key term over the course of a text (e.g., how Madison defines faction in Federalist No. 10)."
English Language Arts,RH.11-12.5,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Craft and Structure,"Standard:
Analyze in detail how a complex primary source is structured, including how key sentences, paragraphs, and larger portions of the text contribute to the whole."
English Language Arts,RH.11-12.6,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Craft and Structure,"Standard:
Evaluate authors' differing points of view on the same historical event or issue by assessing the authors' claims, reasoning, and evidence."
English Language Arts,RH.11-12.7,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Integration of Knowledge and Ideas,"Standard:
Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, as well as in words) in order to address a question or solve a problem."
English Language Arts,RH.11-12.8,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Integration of Knowledge and Ideas,"Standard:
Evaluate an author's premises, claims, and evidence by corroborating or challenging them with other information."
English Language Arts,RH.11-12.9,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in History/Social Studies,Integration of Knowledge and Ideas,"Standard:
Integrate information from diverse sources, both primary and secondary, into a coherent understanding of an idea or event, noting discrepancies among sources."
English Language Arts,RI.11-12.1,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain."
English Language Arts,RI.11-12.10,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
By the end of grade 11, read and comprehend literary nonfiction in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 12, read and comprehend literary nonfiction at the high end of the grades 11-CCR text complexity band independently and proficiently."
English Language Arts,RI.11-12.2,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Determine two or more central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to provide a complex analysis; provide an objective summary of the text."
English Language Arts,RI.11-12.3,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Key Ideas and Details,"Standard:
Analyze a complex set of ideas or sequence of events and explain how specific individuals, ideas, or events interact and develop over the course of the text."
English Language Arts,RI.11-12.4,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze how an author uses and refines the meaning of a key term or terms over the course of a text (e.g., how Madison defines faction in Federalist No. 10). (See grade 11-12 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RI.11-12.5,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Analyze and evaluate the effectiveness of the structure an author uses in his or her exposition or argument, including whether the structure makes points clear, convincing, and engaging.
a. Analyze the use of text features (e.g., graphics, headers, captions) in public documents. CA"
English Language Arts,RI.11-12.6,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Craft and Structure,"Standard:
Determine an author's point of view or purpose in a text in which the rhetoric is particularly effective, analyzing how style and content contribute to the power, persuasiveness, or beauty of the text."
English Language Arts,RI.11-12.7,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Integrate and evaluate multiple sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a question or solve a problem."
English Language Arts,RI.11-12.8,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning (e.g., in U.S. Supreme Court majority opinions and dissents) and the premises, purposes, and arguments in works of public advocacy (e.g., The Federalist, presidential addresses)."
English Language Arts,RI.11-12.9,"11-12	",11,12,English Language Arts (6-12),Reading: Informational Text,Integration of Knowledge and Ideas,"Standard:
Analyze seventeenth-, eighteenth-, and nineteenth-century foundational U.S. documents of historical and literary significance (including The Declaration of Independence, the Preamble to the Constitution, the Bill of Rights, and Lincoln's Second Inaugural Address) for their themes, purposes, and rhetorical features."
English Language Arts,RL.11-12.1,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain."
English Language Arts,RL.11-12.10,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Range of Reading and Level of Text Complexity,"Standard:
By the end of grade 11, read and comprehend literature, including stories, dramas, and poems, in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range. By the end of grade 12, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 11-CCR text complexity band independently and proficiently."
English Language Arts,RL.11-12.2,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text."
English Language Arts,RL.11-12.3,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Key Ideas and Details,"Standard:
Analyze the impact of the author's choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters/archetypes are introduced and developed). CA"
English Language Arts,RL.11-12.4,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.) (See grade 11-12 Language standards 4-6 for additional expectations.) CA"
English Language Arts,RL.11-12.5,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Analyze how an author's choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact."
English Language Arts,RL.11-12.6,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Craft and Structure,"Standard:
Analyze a case in which grasping point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement)."
English Language Arts,RL.11-12.7,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)"
English Language Arts,RL.11-12.8,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
(Not applicable to literature)"
English Language Arts,RL.11-12.9,"11-12	",11,12,English Language Arts (6-12),Reading: Literature,Integration of Knowledge and Ideas,"Standard:
Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics."
English Language Arts,RST.11-12.1,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Key Ideas and Details,"Standard:
Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account."
English Language Arts,RST.11-12.10,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Range of Reading and Level of Text Complexity,"Standard:
By the end of grade 12, read and comprehend science/technical texts in the grades 11-12 text complexity band independently and proficiently."
English Language Arts,RST.11-12.2,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Key Ideas and Details,"Standard:
Determine the central ideas or conclusions of a text; summarize complex concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms."
English Language Arts,RST.11-12.3,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Key Ideas and Details,"Standard:
Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks; analyze the specific results based on explanations in the text."
English Language Arts,RST.11-12.4,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Craft and Structure,"Standard:
Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 11-12 texts and topics."
English Language Arts,RST.11-12.5,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Craft and Structure,"Standard:
Analyze how the text structures information or ideas into categories or hierarchies, demonstrating understanding of the information or ideas."
English Language Arts,RST.11-12.6,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Craft and Structure,"Standard:
Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, identifying important issues that remain unresolved."
English Language Arts,RST.11-12.7,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Integration of Knowledge and Ideas,"Standard:
Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem."
English Language Arts,RST.11-12.8,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Integration of Knowledge and Ideas,"Standard:
Evaluate the hypotheses, data, analysis, and conclusions in a science or technical text, verifying the data when possible and corroborating or challenging conclusions with other sources of information."
English Language Arts,RST.11-12.9,"11-12	",11,12,"Literacy in History/Social Studies, Science, and Technical Subjects (6-12)",Reading: Literacy in Science and Technical,Integration of Knowledge and Ideas,"Standard:
Synthesize information from a range of sources (e.g., texts, experiments, simulations) into a coherent understanding of a process, phenomenon, or concept, resolving conflicting information when possible."
