Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Content Area,Overarching Content Standard,Description
Health Education,7-8.1.6.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Analyze the caloric and nutritional value of foods and beverages."
Health Education,7-8.1.6.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify effective brushing and flossing techniques for oral care."
Health Education,7-8.1.6.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify trusted adults to whom school or community violence should be reported."
Health Education,7-8.1.7.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain why most youths do not use alcohol, tobacco, or other drugs."
Health Education,7-8.1.7.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Identify ways to prevent or reduce the risk of contracting HIV, AIDS, and other STDs.[4]

Footnote:
[4] EC Section 51934(b)(2),(b)(3),(b)(4)."
Health Education,7-8.1.7.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the benefits of having positive relationships with trusted adults."
Health Education,7-8.1.7.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the benefits of eating a variety of foods high in iron, calcium, and fiber."
Health Education,7-8.1.7.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify effective protection for teeth, eyes, head, and neck during sports and recreational activities."
Health Education,7-8.1.7.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe possible legal consequences of sexual harassment and violence."
Health Education,7-8.1.8.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain school policies and community laws related to the use, possession, and sale of alcohol, tobacco, and illegal drugs."
Health Education,7-8.1.8.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Recognize that there are individual differences in growth and development, physical appearance, gender roles, and sexual orientation.[5]

Footnote:
[5] EC Section 51930(b)(2)"
Health Education,7-8.1.8.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Analyze the harmful effects of using diet pills without physician supervision."
Health Education,7-8.1.8.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify ways to prepare food that are consistent with current research-based guidelines for a nutritionally balanced diet."
Health Education,7-8.1.8.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify ways to prevent vision or hearing damage."
Health Education,7-8.1.8.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe types of sexual harassment and ways to report them."
Health Education,7-8.1.9.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain why individuals have the right to refuse sexual contact."
Health Education,"7-8.1.9.M ",Grades 7-8	,7,8,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Identify the signs of various eating disorders."
Health Education,7-8.1.9.N,Grades 7-8	,7,8,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Analyze the harmful effects of engaging in unscientific diet practices to lose or gain weight."
Health Education,7-8.1.9.P,Grades 7-8	,7,8,Personal and Community Health,1: Essential Concepts,"Standard:
Identify ways that environmental factors, including air quality, affect our health."
Health Education,7-8.1.9.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe the behavioral and environmental factors associated with major causes of death in the United States."
Health Education,7-8.2.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Analyze internal influences that affect the use and abuse of alcohol, tobacco, and other drugs."
Health Education,7-8.2.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Analyze how internal and external influences affect growth and development, relationships, and sexual behavior."
Health Education,7-8.2.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",2: Analyzing Influences,"Standard:
Analyze internal and external influences on mental, emotional, and social health."
Health Education,7-8.2.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Describe the influence of culture and media on body image."
Health Education,7-8.2.1.P,Grades 7-8	,7,8,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze a variety of influences that affect personal health practices."
Health Education,7-8.2.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze how the media portray fire and explosives."
Health Education,7-8.2.2.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Evaluate the influence of marketing and advertising techniques and how they affect alcohol, tobacco, and other drug use and abuse."
Health Education,7-8.2.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Evaluate how culture, media, and other people influence our perceptions of body image, gender roles, sexuality, attractiveness, relationships, and sexual orientation.[7]

Footnote:
[7] EC Section 51930(b)(2)."
Health Education,7-8.2.2.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",2: Analyzing Influences,"Standard:
Analyze techniques that are used to pressure someone to engage in or be a target of violent behavior."
Health Education,7-8.2.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Evaluate internal and external influences on food choices."
Health Education,7-8.2.2.P,Grades 7-8	,7,8,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze how environmental pollutants, including noise pollution, affect health."
Health Education,7-8.2.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Evaluate individual, group, and societal influences that promote cooperation and respectful behaviors and those that promote violence and disrespectful behaviors."
Health Education,7-8.2.3.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Analyze family and peer pressure as influences on the use of alcohol, tobacco, and other drugs."
Health Education,7-8.2.3.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Analyze the influence of alcohol and other drugs on sexual behaviors.[8]

Footnote:
[8] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.2.3.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",2: Analyzing Influences,"Standard:
Analyze the influence of culture on family values and practices."
Health Education,7-8.2.3.N,Grades 7-8	,7,8,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Analyze the impact of nutritional choices on future reproductive and prenatal health."
Health Education,7-8.2.3.P,Grades 7-8	,7,8,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze the relationship between the health of a community and the global environment."
Health Education,7-8.2.4.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Describe situations that could lead to pressure for sexual activity and to the risk of contracting HIV and other STDs.[9]

Footnote:
[9] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.2.4.N,Grades 7-8	,7,8,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Analyze the influence of technology and media on physical activity."
Health Education,7-8.2.4.P,Grades 7-8	,7,8,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze the influence of culture, media, and technology on health decisions."
Health Education,7-8.2.5.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Recognize that there are individual, family, and cultural differences in relationships."
Health Education,7-8.2.5.P,Grades 7-8	,7,8,Personal and Community Health,2: Analyzing Influences,"Standard:
Analyze the social influences that encourage or discourage sun-safety practices."
Health Education,7-8.2.6.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Explain how sexual exploitation can occur through the Internet."
Health Education,7-8.3.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",3: Accessing Valid Health Information,"Standard:
Analyze the validity of information, products, and services related to the use of alcohol, tobacco, and other drugs."
Health Education,7-8.3.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Identify trusted adults in one's family, school, and community for advice and counseling regarding reproductive and sexual health."
Health Education,7-8.3.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Access accurate sources of information and services about mental, emotional, and social health."
Health Education,7-8.3.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Distinguish between valid and invalid sources of nutrition information."
Health Education,7-8.3.1.P,Grades 7-8	,7,8,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Demonstrate the ability to access information about personal health products (e.g., deodorant, shampoo, sunscreen, and dental care products), and evaluate the information's validity."
Health Education,7-8.3.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Analyze sources of information regarding injury and violence prevention."
Health Education,7-8.3.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Locate medically and scientifically accurate sources of information on reproductive health.[10]

Footnote:
[10] EC Sections 51931(f), 51933(b)(8), 51934(b)(5)."
Health Education,7-8.3.2.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Describe situations for which adult help is needed, including intimidating and dangerous situations, and how to access help for oneself and others."
Health Education,7-8.3.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Evaluate the accuracy of claims about dietary supplements and popular diets."
Health Education,7-8.3.2.P,Grades 7-8	,7,8,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Access valid information about preventing common communicable diseases."
Health Education,7-8.3.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Demonstrate the ability to access accurate sources of information about abuse, violence, and bullying."
Health Education,7-8.3.3.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Identify health care providers for reproductive and sexual health services.[11]

Footnote:
[11] EC Sections 51933(b)(9), 51934(b)(5)."
Health Education,7-8.3.3.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Identify trusted adults to report to if people are in danger of hurting themselves or others."
Health Education,7-8.3.3.N,Grades 7-8	,7,8,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Describe how to access nutrition information about foods offered in restaurants in one's community."
Health Education,7-8.3.3.P,Grades 7-8	,7,8,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Locate resources in school, in the community, and on the Internet for first aid information and training, and assess the validity of the resources."
Health Education,7-8.3.4.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Analyze situations to determine whether they call for acts of caring among friends or require getting the help of trusted adults."
Health Education,7-8.3.4.N,Grades 7-8	,7,8,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Identify places where youths and families can be physically active."
Health Education,7-8.3.4.P,Grades 7-8	,7,8,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Demonstrate how to access school and community health services."
Health Education,7-8.3.5.N,Grades 7-8	,7,8,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Identify trusted adults in one's family, school, and community for advice and counseling regarding healthy eating and physical activity."
Health Education,7-8.4.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Use effective refusal and negotiation skills to avoid risky situations, especially where alcohol, tobacco, and other drugs are being used."
Health Education,7-8.4.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Practice effective communication skills with parents, guardians, health care providers, or other trusted adults by discussing issues related to reproductive and sexual health.[12]

Footnote:
[12] EC Section 51933(b)(6)."
Health Education,7-8.4.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Seek help from trusted adults for oneself or a friend with an emotional or social health problem."
Health Education,7-8.4.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,4: Interpersonal Communication,"Standard:
Demonstrate the ability to use effective skills to model healthy decision making and prevent overconsumption of foods and beverages."
Health Education,7-8.4.1.P,Grades 7-8	,7,8,Personal and Community Health,4: Interpersonal Communication,"Standard:
Practice how to make a health-related consumer complaint."
Health Education,7-8.4.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Report to a trusted adult situations that could lead to injury or harm."
Health Education,7-8.4.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Use effective verbal and nonverbal communication skills to prevent sexual involvement, HIV, other STDs, and unintended pregnancy.[13]

Footnote:
[13] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.4.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,4: Interpersonal Communication,"Standard:
Practice effective communication skills with parents, guardians, or trusted adults regarding healthy nutrition and physical activity choices."
Health Education,7-8.4.2.P,Grades 7-8	,7,8,Personal and Community Health,4: Interpersonal Communication,"Standard:
Use assertive communication skills to avoid situations that increase risk of communicable disease or illness."
Health Education,7-8.4.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Use communication and refusal skills to avoid violence, gang involvement, and risky situations."
Health Education,7-8.4.3.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Use healthy and respectful ways to express friendship, attraction, and affection."
Health Education,7-8.4.3.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Describe ways to manage interpersonal conflicts nonviolently."
Health Education,7-8.4.4.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Analyze the benefits of respecting individual differences in growth and development, physical appearance, gender roles, and sexual orientation.[14]

Footnote:
[14] EC Section 51930(b)(2)."
Health Education,7-8.4.4.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Demonstrate ways to ask a parent or other trusted adult for help with a threatening situation."
Health Education,7-8.4.5.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Demonstrate how to ask for help from parents, other trusted adults, or friends when pressured to participate in sexual behavior."
Health Education,7-8.4.5.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Describe characteristics of effective communication."
Health Education,7-8.4.6.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Differentiate between passive, aggressive, and assertive communication."
Health Education,7-8.4.7.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Locate resources in school, in the community, and on the Internet for first aid information and training, and assess the validity of the resources."
Health Education,7-8.5.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Use a decision-making process to avoid using alcohol, tobacco, and other drugs in a variety of situations."
Health Education,7-8.5.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Analyze why abstinence is the most effective method for the prevention of HIV, STDs, and pregnancy.[15]

Footnote:
[15] EC sections 51933(b)(8), (b)(11), 51934(b)(3)."
Health Education,7-8.5.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Apply decision-making processes to a variety of situations that impact mental, emotional, and social health."
Health Education,7-8.5.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,5: Decision Making,"Standard:
Use a decision-making process to evaluate daily food intake for nutritional requirements."
Health Education,7-8.5.1.P,Grades 7-8	,7,8,Personal and Community Health,5: Decision Making,"Standard:
Apply a decision-making process to determine safe and healthy strategies for dealing with personal health problems."
Health Education,7-8.5.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Use a decision-making process to examine risky social and dating situations."
Health Education,7-8.5.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to examine the characteristics of healthy relationships.[16]

Footnote:
[16] EC Section 51933(b)(11)."
Health Education,7-8.5.2.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Monitor personal stressors and assess techniques for managing them."
Health Education,7-8.5.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,5: Decision Making,"Standard:
Identify recreational activities that increase physical activity."
Health Education,7-8.5.2.P,Grades 7-8	,7,8,Personal and Community Health,5: Decision Making,"Standard:
Apply a decision-making process when selecting health care products."
Health Education,7-8.5.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Apply a decision-making process to avoid potentially dangerous situations, such as gang activities, violence in dating, and other social situations."
Health Education,7-8.5.3.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to evaluate individual differences in growth and development, physical appearance, gender roles, and sexual orientation.[17]

Footnote:
[17] EC Sections 51930(b)(2), 51933(b)(11), 51934(b)(6)."
Health Education,7-8.5.3.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Describe healthy ways to express caring, friendship, affection, and love."
Health Education,7-8.5.3.N,Grades 7-8	,7,8,Nutrition and Physical Activity,5: Decision Making,"Standard:
Contrast healthy and risky approaches to weight management."
Health Education,7-8.5.3.P,Grades 7-8	,7,8,Personal and Community Health,5: Decision Making,"Standard:
Analyze the characteristics of informed health choices."
Health Education,7-8.5.3.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Use a decision-making process to analyze the consequences of gang involvement."
Health Education,7-8.5.4.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Analyze the responsibilities and privileges of becoming a young adult."
Health Education,7-8.5.4.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Describe situations for which someone would seek help with stress, loss, an unrealistic body image, or depression."
Health Education,7-8.5.4.N,Grades 7-8	,7,8,Nutrition and Physical Activity,5: Decision Making,"Standard:
Analyze the physical, mental, and social benefits of physical activity."
Health Education,7-8.5.4.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Evaluate why some students are bullies."
Health Education,7-8.5.5.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Identify how good health practices in adolescence affect lifelong health and the health of future children."
Health Education,7-8.5.5.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Analyze the importance of setting personal boundaries for privacy, safety, and expressions of emotions and opinions."
Health Education,7-8.5.5.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Apply decision-making or problem-solving steps to hypothetical situations involving assault and intimidation, including sexual harassment."
Health Education,7-8.5.6.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Explain the immediate physical, social, and emotional risks and consequences associated with sexual activity."
Health Education,7-8.5.7.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",5: Decision Making,"Standard:
Use a decision-making process to evaluate the value of using FDA-approved condoms for pregnancy and STD prevention."
Health Education,7-8.6.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",6: Goal Setting,"Standard:
Develop short- and long-term goals to remain drug-free."
Health Education,7-8.6.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",6: Goal Setting,"Standard:
Develop a plan to avoid HIV, AIDS, other STDs, and pregnancy.[18]

Footnote:
[18] EC Sections 51933(b)(8), (b)(10), 51934(b)(3)."
Health Education,7-8.6.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Develop achievable goals for handling stressors in healthy ways."
Health Education,7-8.6.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Make a personal plan for improving one's nutrition and incorporating physical activity into daily routines."
Health Education,7-8.6.1.P,Grades 7-8	,7,8,Personal and Community Health,6: Goal Setting,"Standard:
Establish goals for improving personal and community health."
Health Education,7-8.6.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",6: Goal Setting,"Standard:
Make a personal commitment to avoid persons, places, or activities that encourage violence or delinquency."
Health Education,7-8.6.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",6: Goal Setting,"Standard:
Describe how HIV, AIDS, other STDs, or pregnancy could impact life goals.[19]

Footnote:
[19] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.6.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Set a goal to increase daily physical activity."
Health Education,7-8.6.2.P,Grades 7-8	,7,8,Personal and Community Health,6: Goal Setting,"Standard:
Design a plan to minimize environmental pollutants, including noise at home and in the community."
Health Education,7-8.6.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",6: Goal Setting,"Standard:
Create a personal-safety plan."
Health Education,7-8.6.3.P,Grades 7-8	,7,8,Personal and Community Health,6: Goal Setting,"Standard:
Create a plan to incorporate adequate rest and sleep into daily routines."
Health Education,7-8.7.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",7: Practicing Health-Enhancing Behaviors,"Standard:
Use a variety of effective coping strategies when there is alcohol, tobacco, or other drug use in group situations."
Health Education,7-8.7.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Describe strategies for refusing unwanted sexual activity.[20]

Footnote:
[20] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.7.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate effective coping mechanisms and strategies for managing stress."
Health Education,7-8.7.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Make healthy food choices in a variety of settings."
Health Education,7-8.7.1.P,Grades 7-8	,7,8,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Practice and take responsibility for personal and dental hygiene practices."
Health Education,7-8.7.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice first aid and emergency procedures."
Health Education,7-8.7.2.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice positive alternatives to the use of alcohol, tobacco, and other drugs."
Health Education,7-8.7.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate the ability to anticipate and minimize exposure to situations that pose a risk to sexual health.[21]

Footnote:
[21] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.7.2.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice respect for individual differences and diverse backgrounds."
Health Education,7-8.7.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Explain proper food handling safety when preparing meals and snacks."
Health Education,7-8.7.2.P,Grades 7-8	,7,8,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Describe situations where Standard (Universal) Precautions are appropriate."
Health Education,7-8.7.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice ways to resolve conflicts nonviolently."
Health Education,7-8.7.3.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Describe personal actions that can protect reproductive and sexual health.[22]

Footnote:
[22] EC Sections 51933(b)(11), 51934(b)(6)."
Health Education,7-8.7.3.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Participate in clubs, organizations, and activities in the school and community that offer opportunities for student and family involvement."
Health Education,7-8.7.3.N,Grades 7-8	,7,8,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Assess personal physical activity levels."
Health Education,7-8.7.3.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice the safe use of technology."
Health Education,7-8.7.4.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice personal boundaries in a variety of situations."
Health Education,7-8.7.4.N,Grades 7-8	,7,8,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Examine ways to be physically active throughout a lifetime."
Health Education,7-8.7.5.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate skills to avoid or escape from potentially violent situations, including dating."
Health Education,7-8.8.1.A,Grades 7-8	,7,8,"Alcohol, Tobacco, and Other Drugs",8: Health Promotion,"Standard:
Participate in school and community efforts to promote a drug-free lifestyle."
Health Education,7-8.8.1.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",8: Health Promotion,"Standard:
Support and encourage safe, respectful, and responsible relationships.[23]

Footnote:
[23] EC Section 51933(b)(7), (b)(11), (d)(2)."
Health Education,7-8.8.1.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Promote a positive and respectful school environment."
Health Education,7-8.8.1.N,Grades 7-8	,7,8,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Encourage nutrient-dense food choices in school."
Health Education,7-8.8.1.P,Grades 7-8	,7,8,Personal and Community Health,8: Health Promotion,"Standard:
Promote the importance of regular screenings and medical examinations."
Health Education,7-8.8.1.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Support changes to promote safety in the home, at school, and in the community."
Health Education,7-8.8.2.G,Grades 7-8	,7,8,"Growth, Development, and Sexual Health",8: Health Promotion,"Standard:
Promote respect for and dignity of persons living with HIV or AIDS.[24]

Footnote:
[24] EC Section 51934(b)(7)."
Health Education,7-8.8.2.M,Grades 7-8	,7,8,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Object appropriately to teasing of peers and community members that is based on perceived personal characteristics or sexual orientation."
Health Education,7-8.8.2.N,Grades 7-8	,7,8,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Support increased opportunities for physical activity at school and in the community."
Health Education,7-8.8.2.P,Grades 7-8	,7,8,Personal and Community Health,8: Health Promotion,"Standard:
Demonstrate the ability to be a positive peer role model in the school and community."
Health Education,7-8.8.2.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Design a campaign for preventing violence, aggression, bullying, and harassment."
Health Education,7-8.8.3.N,Grades 7-8	,7,8,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Encourage peers to eat healthy foods and to be physically active."
Health Education,7-8.8.3.P,Grades 7-8	,7,8,Personal and Community Health,8: Health Promotion,"Standard:
Demonstrate ways to accept responsibility for conserving natural resources."
Health Education,7-8.8.3.S,Grades 7-8	,7,8,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Demonstrate the ability to influence others' safety behaviors (e.g., wearing bicycle helmets and seat belts)."
Health Education,"9-12.1.1.A ",Grades 9-12	,9,12,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Describe the health benefits of abstaining from or discontinuing use of alcohol, tobacco, and other drugs."
