Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Disciplinary Core Idea,Cross Cutting Concept,Science & Engineering Practice,Content Area,Description
Science (CA NGSS),K-PS2-2,K,0,0,"PS2.A: Forces and Motion, PS2.B: Types of Interactions, ETS1.A: Defining and Delimiting Engineering Problems",CCC-2: Cause and Effect: Mechanism and Explanation,SEP-4: Analyzing and Interpreting Data,Physical Science,"Title: K-PS2 Motion and Stability: Forces and Interactions

Performance Expectation:  Analyze data to determine if a design solution works as intended to change the speed or direction of an object with a push or a pull.*  [Clarification Statement: Examples of problems requiring a solution could include having a marble or other object move a certain distance, follow a particular path, and knock down other objects. Examples of solutions could include tools such as a ramp to increase the speed of the object and a structure that would cause an object such as a marble or ball to turn.] [Assessment Boundary: Assessment does not include friction as a mechanism for change in speed.]

Disciplinary Core Idea(s):
PS2.A: Forces and Motion
Pushes and pulls can have different strengths and directions.
Pushing or pulling on an object can change the speed or direction of its motion and can start or stop it.

PS2.B: Types of Interactions
When objects touch or collide, they push on one another and can change motion.

ETS1.A: Defining and Delimiting Engineering Problems
A situation that people want to change or create can be approached as a problem to be solved through engineering. Such problems may have many acceptable solutions. (secondary to K-PS2-2)

Science & Engineering Practices: Analyzing and Interpreting Data 
Analyze data from tests of an object or tool to determine if it works as intended.

Crosscutting Concepts: Cause and Effect 
Simple tests can be designed to gather evidence to support or refute student ideas about causes.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RI.K.1: With prompting and support, ask and answer questions about key details in a text.
SL.K.3: Ask and answer questions in order to seek help, get information, or clarify something that is not understood.

DCI Connections:
Connections to other DCIs in kindergarten: K.ETS1.A; K.ETS1.B

Articulation across grade-levels: 2.ETS1.B; 3.PS2.A; 4.ETS1.A"
Science (CA NGSS),K-PS3-1,K,0,0,PS3.B: Conservation of Energy and Energy Transfer,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-3: Planning and Carrying Out Investigations,Physical Science,"Title: K-PS3 Energy

Performance Expectation: Make observations to determine the effect of sunlight on Earth's surface.  [Clarification Statement: Examples of Earth's surface could include sand, soil, rocks, and water] [Assessment Boundary: Assessment of temperature is limited to relative measures such as warmer/cooler.]

Disciplinary Core Idea(s):
PS3.B: Conservation of Energy and Energy Transfer
Sunlight warms Earth's surface.

Science & Engineering Practices: Planning and Carrying Out Investigations
Make observations (firsthand or from media) to collect data that can be used to make comparisons.

Connections to Nature of Science:

Scientific Investigations Use a Variety of Methods
Scientists use different ways to study the world.

Crosscutting Concepts: Cause and Effect
Events have causes that generate observable patterns.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.K.7: Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).

Mathematics
K.MD.2: Directly compare two objects with a measurable attribute in common, to see which object has ""more of""/""less of"" the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/ shorter.

DCI Connections:
Connections to other DCIs in kindergarten: N/A

Articulation across grade-levels: 1.PS4.B; 3.ESS2.D"
Science (CA NGSS),K-PS3-2,K,0,0,PS3.B: Conservation of Energy and Energy Transfer,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-6: Constructing Explanations and Designing Solutions,Physical Science,"Title: K-PS3 Energy

Performance Expectation: Use tools and materials to design and build a structure that will reduce the warming effect of sunlight on an area.* [Clarification Statement: Examples of structures could include umbrellas, canopies, and tents that minimize the warming effect of the sun.]

Disciplinary Core Idea(s):
PS3.B: Conservation of Energy and Energy Transfer
Sunlight warms Earth's surface.

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Use tools and materials provided to design and build a device that solves a specific problem or a solution to a specific problem.

Crosscutting Concepts: Cause and Effect
Events have causes that generate observable patterns.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.K.7: Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).

Mathematics
K.MD.2: Directly compare two objects with a measurable attribute in common, to see which object has ""more of""/""less of"" the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/ shorter.

DCI Connections:
Connections to other DCIs in kindergarten: K.ETS1.A; K.ETS1.B

Articulation across grade-levels: 1.PS4.B; 2.ETS1.B; 4.ETS1.A"
Science (CA NGSS),1-ESS1-1,1,1,1,ESS1.A: The Universe and its Stars,CCC-1: Patterns,SEP-4: Analyzing and Interpreting Data,Earth and Space Science,"Title: 1-ESS1 Earth's Place in the Universe

Performance Expectation: Use observations of the sun, moon, and stars to describe patterns that can be predicted.  [Clarification Statement: Examples of patterns could include that the sun and moon appear to rise in one part of the sky, move across the sky, and set; and stars other than our sun are visible at night but not during the day.] [Assessment Boundary: Assessment of star patterns is limited to stars being seen at night and not during the day.]

Disciplinary Core Idea(s):
ESS1.A: The Universe and its Stars
Patterns of the motion of the sun, moon, and stars in the sky can be observed, described, and predicted.

Science & Engineering Practices: Analyzing and Interpreting Data
Use observations (firsthand or from media) to describe patterns in the natural world in order to answer scientific questions.

Crosscutting Concepts: Patterns
Patterns in the natural world can be observed, used to describe phenomena, and used as evidence.

Connections to Nature of Science:

Scientific Knowledge Assumes an Order and Consistency in Natural Systems
Science assumes natural events happen today as they happened in the past.
Many events are repeated.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).
W.1.8: With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: 3.PS2.A; 5.PS2.B; 5-ESS1.B"
Science (CA NGSS),1-ESS1-2,1,1,1,ESS1.B: Earth and the Solar System,CCC-1: Patterns,SEP-3: Planning and Carrying Out Investigations,Earth and Space Science,"Title: 1-ESS1 Earth's Place in the Universe

Performance Expectation: Make observations at different times of year to relate the amount of daylight to the time of year.  [Clarification Statement: Emphasis is on relative comparisons of the amount of daylight in the winter to the amount in the spring or fall.] [Assessment Boundary:  Assessment is limited to relative amounts of daylight, not quantifying the hours or time of daylight.]

Disciplinary Core Idea(s):
ESS1.B: Earth and the Solar System
Seasonal patterns of sunrise and sunset can be observed, described, and predicted.

Science & Engineering Practices: Planning and Carrying Out Investigations
Make observations (firsthand or from media) to collect data that can be used to make comparisons.

Crosscutting Concepts: Patterns
Patterns in the natural world can be observed, used to describe phenomena, and used as evidence.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).
W.1.8: With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics.
MP.5: Use appropriate tools strategically.
1.OA.1: Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations to represent the problem.
1.MD.4: Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: 5.PS2.B; 5-ESS1.B"
Science (CA NGSS),1-LS1-1,1,1,1,"LS1.A: Structure and Function, LS1.D: Information Processing",CCC-6: Structure and Function,SEP-6: Constructing Explanations and Designing Solutions,Life Science,"Title: 1-LS1 From Molecules to Organisms: Structures and Processes

Performance Expectation: Use materials to design a solution to a human problem by mimicking how plants and/or animals use their external parts to help them survive, grow, and meet their needs.*  [Clarification Statement: Examples of human problems that can be solved by mimicking plant or animal solutions could include designing clothing or equipment to protect bicyclists by mimicking turtle shells, acorn shells, and animal scales; stabilizing structures by mimicking animal tails and roots on plants; keeping out intruders by mimicking thorns on branches and animal quills; and, detecting intruders by mimicking eyes and ears.]

Disciplinary Core Idea(s):
LS1.A: Structure and Function
All organisms have external parts. Different animals use their body parts in different ways to see, hear, grasp objects, protect themselves, move from place to place, and seek, find, and take in food, water and air. Plants also have different parts (roots, stems, leaves, flowers, fruits) that help them survive and grow.
LS1.D: Information Processing
Animals have body parts that capture and convey different kinds of information needed for growth and survival. Animals respond to these inputs with behaviors that help them survive. Plants also respond to some external inputs.

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Use materials to design a device that solves a specific problem or a solution to a specific problem.

Crosscutting Concepts: Structure and Function
The shape and stability of structures of natural and designed objects are related to their function(s).

Connections to Engineering, Technology, and Applications of Science:

Influence of Engineering, Technology, and Science on Society and the Natural World
Every human-made product is designed by applying some knowledge of the natural world and is built using materials derived from the natural world.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: K.ETS1.A; 4.LS1.A; 4.LS1.D; 4.ETS1.A"
Science (CA NGSS),1-LS1-2,1,1,1,LS1.B: Growth and Development of Organisms,CCC-1: Patterns,"SEP-8: Obtaining, Evaluating, and Communicating Information",Life Science,"Title: 1-LS1 From Molecules to Organisms: Structures and Processes

Performance Expectation: Read texts and use media to determine patterns in behavior of parents and offspring that help offspring survive.  [Clarification Statement: Examples of patterns of behaviors could include the signals that offspring make (such as crying, cheeping, and other vocalizations) and the responses of the parents (such as feeding, comforting, and protecting the offspring).]

Disciplinary Core Idea(s):
LS1.B: Growth and Development of Organisms
Adult plants and animals can have young. In many kinds of animals, parents and the offspring themselves engage in behaviors that help the offspring to survive.

Science & Engineering Practices: Obtaining, Evaluating, and Communicating Information
Read grade-appropriate texts and use media to obtain scientific information to determine patterns in the natural world.

Connections to Nature of Science:

Scientific Knowledge is Based on Empirical Evidence
Scientists look for patterns and order when making observations about the world.

Crosscutting Concepts: Patterns
Patterns in the natural world can be observed, used to describe phenomena, and used as evidence.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RI.1.1: Ask and answer questions about key details in a text.
RI.1.2: Identify the main topic and retell key details of a text.
RI.1.10: With prompting and support, read informational texts appropriately complex for grade.
a. Activate prior knowledge related to the information and events in a text.
b. Confirm predictions about what will happen next in a text.

Mathematics
1.NBT.3: Compare two two-digit numbers based on the meanings of the tens and one digits, recording the results of comparisons with the symbols >, =, and <.
1.NBT.4-6: Use place value understanding and properties of operations to add and subtract.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: 3.LS2.D"
Science (CA NGSS),1-LS3-1,1,1,1,"LS3.A: Inheritance of Traits, LS3.B: Variation of Traits",CCC-1: Patterns,SEP-6: Constructing Explanations and Designing Solutions,Life Science,"Title: 1-LS3 Heredity: Inheritance and Variation of Traits

Performance Expectation: Make observations to construct an evidence-based account that young plants and animals are like, but not exactly like, their parents.  [Clarification Statement: Examples of patterns could include features plants or animals share. Examples of observations could include leaves from the same kind of plant are the same shape but can differ in size; and, a particular breed of dog looks like its parents but is not exactly the same.] [Assessment Boundary: Assessment does not include inheritance or animals that undergo metamorphosis or hybrids.]

Disciplinary Core Idea(s):
LS3.A: Inheritance of Traits
Young animals are very much, but not exactly like, their parents. Plants also are very much, but not exactly, like their parents.

LS3.B: Variation of Traits
Individuals of the same kind of plant or animal are recognizable as similar but can also vary in many ways.

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Make observations (firsthand or from media) to construct an evidence-based account for natural phenomena.

Crosscutting Concepts: Patterns
Patterns in the natural world can be observed, used to describe phenomena, and used as evidence.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RI.1.1: Ask and answer questions about key details in a text.
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).
W.1.8: With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.5: Use appropriate tools strategically.
1.MD.1: Order three objects by length; compare the lengths of two objects indirectly by using a third object.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: 3.LS3.A; 3.LS3.B"
Science (CA NGSS),1-PS4-1,1,1,1,PS4.A: Wave Properties,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-3: Planning and Carrying Out Investigations,Physical Science,"Title: 1-PS4 Waves and their Applications in Technologies for Information Transfer

Performance Expectation: Plan and conduct investigations to provide evidence that vibrating materials can make sound and that sound can make materials vibrate.  [Clarification Statement: Examples of vibrating materials that make sound could include tuning forks and plucking a stretched string. Examples of how sound can make matter vibrate could include holding a piece of paper near a speaker making sound and holding an object near a vibrating tuning fork.]

Disciplinary Core Idea(s):
PS4.A: Wave Properties
Sound can make matter vibrate, and vibrating matter can make sound.

Science & Engineering Practices: Planning and Carrying Out Investigations
Plan and conduct investigations collaboratively to produce data to serve as the basis for evidence to answer a question.

Connections to Nature of Science:

Scientific Investigations Use a Variety of Methods
Science investigations begin with a question.
Scientists use different ways to study the world.

Crosscutting Concepts: Cause and Effect
Simple tests can be designed to gather evidence to support or refute student ideas about causes.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).
W.1.8: With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
SL.1.1.a-c: Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: N/A"
Science (CA NGSS),1-PS4-2,1,1,1,PS4.B: Electromagnetic Radiation,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-6: Constructing Explanations and Designing Solutions,Physical Science,"Title: 1-PS4 Waves and their Applications in Technologies for Information Transfer

Performance Expectation: Make observations to construct an evidence-based account that objects can be seen only when illuminated.  [Clarification Statement: Examples of observations could include those made in a completely dark room, a pinhole box, and a video of a cave explorer with a flashlight. Illumination could be from an external light source or by an object giving off its own light.]

Disciplinary Core Idea(s):
PS4.B: Electromagnetic Radiation
Objects can be seen if light is available to illuminate them or if they give off their own light.

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Make observations (firsthand or from media) to construct an evidence-based account for natural phenomena.

Crosscutting Concepts: Cause and Effect
Simple tests can be designed to gather evidence to support or refute student ideas about causes.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.1.2: Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).
W.1.8: With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
SL.1.1.a-c: Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: 4.PS4.B"
Science (CA NGSS),1-PS4-3,1,1,1,PS4.B: Electromagnetic Radiation,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-3: Planning and Carrying Out Investigations,Physical Science,"Title: 1-PS4 Waves and their Applications in Technologies for Information Transfer

Performance Expectation: Plan and conduct an investigation to determine the effect of placing objects made with different materials in the path of a beam of light.  [Clarification Statement: Examples of materials could include those that are transparent (such as clear plastic), translucent (such as wax paper), opaque (such as cardboard), and reflective (such as a mirror).] [Assessment Boundary: Assessment does not include the speed of light.]

Disciplinary Core Idea(s):
PS4.B: Electromagnetic Radiation
Some materials allow light to pass through them, others allow only some light through and others block all the light and create a dark shadow on any surface beyond them, where the light cannot reach. Mirrors can be used to redirect a light beam. (Boundary: The idea that light travels from place to place is developed through experiences with light sources, mirrors, and shadows, but no attempt is made to discuss the speed of light.)

Science & Engineering Practices: Planning and Carrying Out Investigations
Plan and conduct investigations collaboratively to produce data to serve as the basis for evidence to answer a question.

Crosscutting Concepts: Cause and Effect
Simple tests can be designed to gather evidence to support or refute student ideas about causes.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
W.1.7: Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).
W.1.8: With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.
SL.1.1.a-c: Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.

DCI Connections:
Connections to other DCIs in first grade: N/A

Articulation across grade-levels: 2.PS1.A"
